ZEIT;RAUM;Reason;WERT
2007;15 Martini;Relocation gain or loss;-28
2007;21 Pluggendorf;Relocation gain or loss;16
2007;22 Josef;Relocation gain or loss;8
2007;23 Bahnhof;Relocation gain or loss;-20
2007;24 Hansaplatz;Relocation gain or loss;9
2007;25 Mauritz-West;Relocation gain or loss;17
2007;26 Schlachthof;Relocation gain or loss;56
2007;27 Kreuz;Relocation gain or loss;-42
2007;28 Neutor;Relocation gain or loss;-29
2007;29 Schloss;Relocation gain or loss;13
2007;31 Aaseestadt;Relocation gain or loss;27
2007;32 Geist;Relocation gain or loss;-22
2007;33 Schuetzenhof;Relocation gain or loss;11
2007;34 Dueesberg;Relocation gain or loss;32
2007;43 Hafen;Relocation gain or loss;-19
2007;44 Herz-Jesu;Relocation gain or loss;36
2007;45 Mauritz-Mitte;Relocation gain or loss;-67
2007;46 Rumphorst;Relocation gain or loss;0
2007;47 Uppenberg;Relocation gain or loss;111
2007;51 Gievenbeck;Relocation gain or loss;-95
2007;52 Sentrup;Relocation gain or loss;-196
2007;54 Mecklenbeck;Relocation gain or loss;-105
2007;56 Albachten;Relocation gain or loss;82
2007;57 Roxel;Relocation gain or loss;148
2007;58 Nienberge;Relocation gain or loss;-27
2007;61 Coerde;Relocation gain or loss;21
2007;62 Kinderhaus-Ost;Relocation gain or loss;-22
2007;63 Kinderhaus-West;Relocation gain or loss;-257
2007;68 Sprakel;Relocation gain or loss;72
2007;71 Mauritz-Ost;Relocation gain or loss;8
2007;76 Gelmer-Dyckburg;Relocation gain or loss;9
2007;77 Handorf;Relocation gain or loss;104
2007;81 Gremmendorf-West;Relocation gain or loss;-3
2007;82 Gremmendorf-Ost;Relocation gain or loss;18
2007;86 Angelmodde;Relocation gain or loss;-18
2007;87 Wolbeck;Relocation gain or loss;82
2007;91 Berg Fidel;Relocation gain or loss;-21
2007;95 Hiltrup-Ost;Relocation gain or loss;-111
2007;96 Hiltrup-Mitte;Relocation gain or loss;46
2007;97 Hiltrup-West;Relocation gain or loss;-36
2007;98 Amelsbueren;Relocation gain or loss;164
2008;11 Aegidii;Relocation gain or loss;-2
2008;12 ueberwasser;Relocation gain or loss;-25
2008;13 Dom;Relocation gain or loss;-13
2008;14 Buddenturm;Relocation gain or loss;26
2008;15 Martini;Relocation gain or loss;20
2008;21 Pluggendorf;Relocation gain or loss;85
2008;22 Josef;Relocation gain or loss;14
2008;23 Bahnhof;Relocation gain or loss;10
2008;24 Hansaplatz;Relocation gain or loss;-40
2008;25 Mauritz-West;Relocation gain or loss;21
2008;26 Schlachthof;Relocation gain or loss;-40
2008;27 Kreuz;Relocation gain or loss;-14
2008;28 Neutor;Relocation gain or loss;-69
2008;29 Schloss;Relocation gain or loss;-3
2008;31 Aaseestadt;Relocation gain or loss;-25
2008;32 Geist;Relocation gain or loss;-9
2008;33 Schuetzenhof;Relocation gain or loss;71
2008;34 Dueesberg;Relocation gain or loss;62
2008;43 Hafen;Relocation gain or loss;34
2008;44 Herz-Jesu;Relocation gain or loss;-21
2008;45 Mauritz-Mitte;Relocation gain or loss;86
2008;46 Rumphorst;Relocation gain or loss;-60
2008;47 Uppenberg;Relocation gain or loss;169
2008;51 Gievenbeck;Relocation gain or loss;-203
2008;52 Sentrup;Relocation gain or loss;-139
2008;54 Mecklenbeck;Relocation gain or loss;-65
2008;56 Albachten;Relocation gain or loss;98
2008;57 Roxel;Relocation gain or loss;100
2008;58 Nienberge;Relocation gain or loss;-67
2008;61 Coerde;Relocation gain or loss;-61
2008;62 Kinderhaus-Ost;Relocation gain or loss;9
2008;63 Kinderhaus-West;Relocation gain or loss;-113
2008;68 Sprakel;Relocation gain or loss;81
2008;71 Mauritz-Ost;Relocation gain or loss;-72
2008;76 Gelmer-Dyckburg;Relocation gain or loss;-18
2008;77 Handorf;Relocation gain or loss;150
2008;81 Gremmendorf-West;Relocation gain or loss;-17
2008;82 Gremmendorf-Ost;Relocation gain or loss;-29
2008;86 Angelmodde;Relocation gain or loss;-19
2008;87 Wolbeck;Relocation gain or loss;7
2008;91 Berg Fidel;Relocation gain or loss;-7
2008;95 Hiltrup-Ost;Relocation gain or loss;13
2008;96 Hiltrup-Mitte;Relocation gain or loss;-17
2008;97 Hiltrup-West;Relocation gain or loss;-39
2008;98 Amelsbueren;Relocation gain or loss;131
2009;11 Aegidii;Relocation gain or loss;-3
2009;12 ueberwasser;Relocation gain or loss;-22
2009;13 Dom;Relocation gain or loss;0
2009;14 Buddenturm;Relocation gain or loss;51
2009;15 Martini;Relocation gain or loss;-27
2009;21 Pluggendorf;Relocation gain or loss;15
2009;22 Josef;Relocation gain or loss;-79
2009;23 Bahnhof;Relocation gain or loss;-5
2009;24 Hansaplatz;Relocation gain or loss;-54
2009;25 Mauritz-West;Relocation gain or loss;29
2009;26 Schlachthof;Relocation gain or loss;-8
2009;27 Kreuz;Relocation gain or loss;-31
2009;28 Neutor;Relocation gain or loss;-84
2009;29 Schloss;Relocation gain or loss;-12
2009;31 Aaseestadt;Relocation gain or loss;-9
2009;32 Geist;Relocation gain or loss;74
2009;33 Schuetzenhof;Relocation gain or loss;-6
2009;34 Dueesberg;Relocation gain or loss;40
2009;43 Hafen;Relocation gain or loss;0
2009;44 Herz-Jesu;Relocation gain or loss;19
2009;45 Mauritz-Mitte;Relocation gain or loss;-43
2009;46 Rumphorst;Relocation gain or loss;-35
2009;47 Uppenberg;Relocation gain or loss;171
2009;51 Gievenbeck;Relocation gain or loss;-202
2009;52 Sentrup;Relocation gain or loss;-76
2009;54 Mecklenbeck;Relocation gain or loss;-61
2009;56 Albachten;Relocation gain or loss;115
2009;57 Roxel;Relocation gain or loss;5
2009;58 Nienberge;Relocation gain or loss;-6
2009;61 Coerde;Relocation gain or loss;-56
2009;62 Kinderhaus-Ost;Relocation gain or loss;-83
2009;63 Kinderhaus-West;Relocation gain or loss;-12
2009;68 Sprakel;Relocation gain or loss;36
2009;71 Mauritz-Ost;Relocation gain or loss;-9
2009;76 Gelmer-Dyckburg;Relocation gain or loss;-30
2009;77 Handorf;Relocation gain or loss;113
2009;81 Gremmendorf-West;Relocation gain or loss;49
2009;82 Gremmendorf-Ost;Relocation gain or loss;106
2009;86 Angelmodde;Relocation gain or loss;-68
2009;87 Wolbeck;Relocation gain or loss;37
2009;91 Berg Fidel;Relocation gain or loss;-3
2009;95 Hiltrup-Ost;Relocation gain or loss;-48
2009;96 Hiltrup-Mitte;Relocation gain or loss;80
2009;97 Hiltrup-West;Relocation gain or loss;-6
2009;98 Amelsbueren;Relocation gain or loss;138
2010;11 Aegidii;Relocation gain or loss;4
2010;12 ueberwasser;Relocation gain or loss;6
2010;13 Dom;Relocation gain or loss;-50
2010;14 Buddenturm;Relocation gain or loss;-9
2010;15 Martini;Relocation gain or loss;-34
2010;21 Pluggendorf;Relocation gain or loss;3
2010;22 Josef;Relocation gain or loss;-28
2010;23 Bahnhof;Relocation gain or loss;-12
2010;24 Hansaplatz;Relocation gain or loss;-19
2010;25 Mauritz-West;Relocation gain or loss;-11
2010;26 Schlachthof;Relocation gain or loss;-14
2010;27 Kreuz;Relocation gain or loss;20
2010;28 Neutor;Relocation gain or loss;-61
2010;29 Schloss;Relocation gain or loss;60
2010;31 Aaseestadt;Relocation gain or loss;-20
2010;32 Geist;Relocation gain or loss;-51
2010;33 Schuetzenhof;Relocation gain or loss;2
2010;34 Dueesberg;Relocation gain or loss;79
2010;43 Hafen;Relocation gain or loss;11
2010;44 Herz-Jesu;Relocation gain or loss;-8
2010;45 Mauritz-Mitte;Relocation gain or loss;-37
2010;46 Rumphorst;Relocation gain or loss;4
2010;47 Uppenberg;Relocation gain or loss;-15
2010;51 Gievenbeck;Relocation gain or loss;-160
2010;52 Sentrup;Relocation gain or loss;56
2010;54 Mecklenbeck;Relocation gain or loss;-104
2010;56 Albachten;Relocation gain or loss;19
2010;57 Roxel;Relocation gain or loss;64
2010;58 Nienberge;Relocation gain or loss;26
2010;61 Coerde;Relocation gain or loss;49
2010;62 Kinderhaus-Ost;Relocation gain or loss;-12
2010;63 Kinderhaus-West;Relocation gain or loss;-5
2010;68 Sprakel;Relocation gain or loss;30
2010;71 Mauritz-Ost;Relocation gain or loss;-18
2010;76 Gelmer-Dyckburg;Relocation gain or loss;1
2010;77 Handorf;Relocation gain or loss;43
2010;81 Gremmendorf-West;Relocation gain or loss;-30
2010;82 Gremmendorf-Ost;Relocation gain or loss;48
2010;86 Angelmodde;Relocation gain or loss;-12
2010;87 Wolbeck;Relocation gain or loss;113
2010;91 Berg Fidel;Relocation gain or loss;-33
2010;95 Hiltrup-Ost;Relocation gain or loss;18
2010;96 Hiltrup-Mitte;Relocation gain or loss;28
2010;97 Hiltrup-West;Relocation gain or loss;-17
2010;98 Amelsbueren;Relocation gain or loss;76
2011;11 Aegidii;Relocation gain or loss;-1
2011;12 ueberwasser;Relocation gain or loss;-11
2011;13 Dom;Relocation gain or loss;-16
2011;14 Buddenturm;Relocation gain or loss;-48
2011;15 Martini;Relocation gain or loss;-18
2011;21 Pluggendorf;Relocation gain or loss;-26
2011;22 Josef;Relocation gain or loss;-47
2011;23 Bahnhof;Relocation gain or loss;-9
2011;24 Hansaplatz;Relocation gain or loss;-73
2011;25 Mauritz-West;Relocation gain or loss;-41
2011;26 Schlachthof;Relocation gain or loss;20
2011;27 Kreuz;Relocation gain or loss;-70
2011;28 Neutor;Relocation gain or loss;-102
2011;29 Schloss;Relocation gain or loss;-4
2011;31 Aaseestadt;Relocation gain or loss;19
2011;32 Geist;Relocation gain or loss;-46
2011;33 Schuetzenhof;Relocation gain or loss;-26
2011;34 Dueesberg;Relocation gain or loss;35
2011;43 Hafen;Relocation gain or loss;-2
2011;44 Herz-Jesu;Relocation gain or loss;-42
2011;45 Mauritz-Mitte;Relocation gain or loss;-36
2011;46 Rumphorst;Relocation gain or loss;-35
2011;47 Uppenberg;Relocation gain or loss;-6
2011;51 Gievenbeck;Relocation gain or loss;75
2011;52 Sentrup;Relocation gain or loss;-157
2011;54 Mecklenbeck;Relocation gain or loss;-55
2011;56 Albachten;Relocation gain or loss;93
2011;57 Roxel;Relocation gain or loss;152
2011;58 Nienberge;Relocation gain or loss;69
2011;61 Coerde;Relocation gain or loss;76
2011;62 Kinderhaus-Ost;Relocation gain or loss;-17
2011;63 Kinderhaus-West;Relocation gain or loss;-58
2011;68 Sprakel;Relocation gain or loss;26
2011;71 Mauritz-Ost;Relocation gain or loss;61
2011;76 Gelmer-Dyckburg;Relocation gain or loss;10
2011;77 Handorf;Relocation gain or loss;110
2011;81 Gremmendorf-West;Relocation gain or loss;-43
2011;82 Gremmendorf-Ost;Relocation gain or loss;23
2011;86 Angelmodde;Relocation gain or loss;102
2011;87 Wolbeck;Relocation gain or loss;58
2011;91 Berg Fidel;Relocation gain or loss;-68
2011;95 Hiltrup-Ost;Relocation gain or loss;-5
2011;96 Hiltrup-Mitte;Relocation gain or loss;88
2011;97 Hiltrup-West;Relocation gain or loss;-11
2011;98 Amelsbueren;Relocation gain or loss;56
2012;11 Aegidii;Relocation gain or loss;8
2012;12 ueberwasser;Relocation gain or loss;-30
2012;13 Dom;Relocation gain or loss;-108
2012;14 Buddenturm;Relocation gain or loss;-4
2012;15 Martini;Relocation gain or loss;-16
2012;21 Pluggendorf;Relocation gain or loss;39
2012;22 Josef;Relocation gain or loss;-56
2012;23 Bahnhof;Relocation gain or loss;-14
2012;24 Hansaplatz;Relocation gain or loss;-42
2012;25 Mauritz-West;Relocation gain or loss;-124
2012;26 Schlachthof;Relocation gain or loss;3
2012;27 Kreuz;Relocation gain or loss;-56
2012;28 Neutor;Relocation gain or loss;-100
2012;29 Schloss;Relocation gain or loss;-37
2012;31 Aaseestadt;Relocation gain or loss;14
2012;32 Geist;Relocation gain or loss;-71
2012;33 Schuetzenhof;Relocation gain or loss;2
2012;34 Dueesberg;Relocation gain or loss;2
2012;43 Hafen;Relocation gain or loss;-44
2012;44 Herz-Jesu;Relocation gain or loss;51
2012;45 Mauritz-Mitte;Relocation gain or loss;-56
2012;46 Rumphorst;Relocation gain or loss;57
2012;47 Uppenberg;Relocation gain or loss;33
2012;51 Gievenbeck;Relocation gain or loss;149
2012;52 Sentrup;Relocation gain or loss;-37
2012;54 Mecklenbeck;Relocation gain or loss;-503
2012;56 Albachten;Relocation gain or loss;130
2012;57 Roxel;Relocation gain or loss;132
2012;58 Nienberge;Relocation gain or loss;-53
2012;61 Coerde;Relocation gain or loss;61
2012;62 Kinderhaus-Ost;Relocation gain or loss;-23
2012;63 Kinderhaus-West;Relocation gain or loss;-77
2012;68 Sprakel;Relocation gain or loss;43
2012;71 Mauritz-Ost;Relocation gain or loss;202
2012;76 Gelmer-Dyckburg;Relocation gain or loss;68
2012;77 Handorf;Relocation gain or loss;86
2012;81 Gremmendorf-West;Relocation gain or loss;-11
2012;82 Gremmendorf-Ost;Relocation gain or loss;34
2012;86 Angelmodde;Relocation gain or loss;103
2012;87 Wolbeck;Relocation gain or loss;72
2012;91 Berg Fidel;Relocation gain or loss;6
2012;95 Hiltrup-Ost;Relocation gain or loss;-66
2012;96 Hiltrup-Mitte;Relocation gain or loss;43
2012;97 Hiltrup-West;Relocation gain or loss;100
2012;98 Amelsbueren;Relocation gain or loss;90
2013;11 Aegidii;Relocation gain or loss;26
2013;12 ueberwasser;Relocation gain or loss;-11
2013;13 Dom;Relocation gain or loss;-27
2013;14 Buddenturm;Relocation gain or loss;28
2013;15 Martini;Relocation gain or loss;-35
2013;21 Pluggendorf;Relocation gain or loss;-24
2013;22 Josef;Relocation gain or loss;-58
2013;23 Bahnhof;Relocation gain or loss;9
2013;24 Hansaplatz;Relocation gain or loss;-113
2013;25 Mauritz-West;Relocation gain or loss;2
2013;26 Schlachthof;Relocation gain or loss;13
2013;27 Kreuz;Relocation gain or loss;-76
2013;28 Neutor;Relocation gain or loss;-109
2013;29 Schloss;Relocation gain or loss;-25
2013;31 Aaseestadt;Relocation gain or loss;17
2013;32 Geist;Relocation gain or loss;-48
2013;33 Schuetzenhof;Relocation gain or loss;41
2013;34 Dueesberg;Relocation gain or loss;69
2013;43 Hafen;Relocation gain or loss;-20
2013;44 Herz-Jesu;Relocation gain or loss;60
2013;45 Mauritz-Mitte;Relocation gain or loss;19
2013;46 Rumphorst;Relocation gain or loss;34
2013;47 Uppenberg;Relocation gain or loss;44
2013;51 Gievenbeck;Relocation gain or loss;-117
2013;52 Sentrup;Relocation gain or loss;-104
2013;54 Mecklenbeck;Relocation gain or loss;-43
2013;56 Albachten;Relocation gain or loss;100
2013;57 Roxel;Relocation gain or loss;124
2013;58 Nienberge;Relocation gain or loss;-68
2013;61 Coerde;Relocation gain or loss;-3
2013;62 Kinderhaus-Ost;Relocation gain or loss;32
2013;63 Kinderhaus-West;Relocation gain or loss;-162
2013;68 Sprakel;Relocation gain or loss;16
2013;71 Mauritz-Ost;Relocation gain or loss;33
2013;76 Gelmer-Dyckburg;Relocation gain or loss;47
2013;77 Handorf;Relocation gain or loss;10
2013;81 Gremmendorf-West;Relocation gain or loss;56
2013;82 Gremmendorf-Ost;Relocation gain or loss;-72
2013;86 Angelmodde;Relocation gain or loss;147
2013;87 Wolbeck;Relocation gain or loss;101
2013;91 Berg Fidel;Relocation gain or loss;-11
2013;95 Hiltrup-Ost;Relocation gain or loss;-16
2013;96 Hiltrup-Mitte;Relocation gain or loss;-1
2013;97 Hiltrup-West;Relocation gain or loss;74
2013;98 Amelsbueren;Relocation gain or loss;41
2014;11 Aegidii;Relocation gain or loss;-3
2014;12 ueberwasser;Relocation gain or loss;13
2014;13 Dom;Relocation gain or loss;-27
2014;14 Buddenturm;Relocation gain or loss;-25
2014;15 Martini;Relocation gain or loss;-12
2014;21 Pluggendorf;Relocation gain or loss;-15
2014;22 Josef;Relocation gain or loss;-108
2014;23 Bahnhof;Relocation gain or loss;-4
2014;24 Hansaplatz;Relocation gain or loss;-50
2014;25 Mauritz-West;Relocation gain or loss;-69
2014;26 Schlachthof;Relocation gain or loss;63
2014;27 Kreuz;Relocation gain or loss;-78
2014;28 Neutor;Relocation gain or loss;-69
2014;29 Schloss;Relocation gain or loss;-27
2014;31 Aaseestadt;Relocation gain or loss;-50
2014;32 Geist;Relocation gain or loss;44
2014;33 Schuetzenhof;Relocation gain or loss;-5
2014;34 Dueesberg;Relocation gain or loss;2
2014;43 Hafen;Relocation gain or loss;-41
2014;44 Herz-Jesu;Relocation gain or loss;102
2014;45 Mauritz-Mitte;Relocation gain or loss;-66
2014;46 Rumphorst;Relocation gain or loss;-21
2014;47 Uppenberg;Relocation gain or loss;5
2014;51 Gievenbeck;Relocation gain or loss;-120
2014;52 Sentrup;Relocation gain or loss;-100
2014;54 Mecklenbeck;Relocation gain or loss;93
2014;56 Albachten;Relocation gain or loss;100
2014;57 Roxel;Relocation gain or loss;79
2014;58 Nienberge;Relocation gain or loss;-74
2014;61 Coerde;Relocation gain or loss;92
2014;62 Kinderhaus-Ost;Relocation gain or loss;-37
2014;63 Kinderhaus-West;Relocation gain or loss;-76
2014;68 Sprakel;Relocation gain or loss;21
2014;71 Mauritz-Ost;Relocation gain or loss;31
2014;76 Gelmer-Dyckburg;Relocation gain or loss;13
2014;77 Handorf;Relocation gain or loss;124
2014;81 Gremmendorf-West;Relocation gain or loss;54
2014;82 Gremmendorf-Ost;Relocation gain or loss;-19
2014;86 Angelmodde;Relocation gain or loss;103
2014;87 Wolbeck;Relocation gain or loss;134
2014;91 Berg Fidel;Relocation gain or loss;-2
2014;95 Hiltrup-Ost;Relocation gain or loss;32
2014;96 Hiltrup-Mitte;Relocation gain or loss;-18
2014;97 Hiltrup-West;Relocation gain or loss;61
2014;98 Amelsbueren;Relocation gain or loss;-50
2015;11 Aegidii;Relocation gain or loss;-5
2015;12 ueberwasser;Relocation gain or loss;-4
2015;13 Dom;Relocation gain or loss;8
2015;14 Buddenturm;Relocation gain or loss;113
2015;15 Martini;Relocation gain or loss;-11
2015;21 Pluggendorf;Relocation gain or loss;-47
2015;22 Josef;Relocation gain or loss;-99
2015;23 Bahnhof;Relocation gain or loss;-48
2015;24 Hansaplatz;Relocation gain or loss;-68
2015;25 Mauritz-West;Relocation gain or loss;117
2015;26 Schlachthof;Relocation gain or loss;-14
2015;27 Kreuz;Relocation gain or loss;-87
2015;28 Neutor;Relocation gain or loss;-19
2015;29 Schloss;Relocation gain or loss;-12
2015;31 Aaseestadt;Relocation gain or loss;51
2015;32 Geist;Relocation gain or loss;-4
2015;33 Schuetzenhof;Relocation gain or loss;98
2015;34 Dueesberg;Relocation gain or loss;26
2015;43 Hafen;Relocation gain or loss;-2
2015;44 Herz-Jesu;Relocation gain or loss;23
2015;45 Mauritz-Mitte;Relocation gain or loss;-58
2015;46 Rumphorst;Relocation gain or loss;39
2015;47 Uppenberg;Relocation gain or loss;78
2015;51 Gievenbeck;Relocation gain or loss;-1217
2015;52 Sentrup;Relocation gain or loss;-137
2015;54 Mecklenbeck;Relocation gain or loss;6
2015;56 Albachten;Relocation gain or loss;92
2015;57 Roxel;Relocation gain or loss;68
2015;58 Nienberge;Relocation gain or loss;68
2015;61 Coerde;Relocation gain or loss;107
2015;62 Kinderhaus-Ost;Relocation gain or loss;8
2015;63 Kinderhaus-West;Relocation gain or loss;-164
2015;68 Sprakel;Relocation gain or loss;49
2015;71 Mauritz-Ost;Relocation gain or loss;52
2015;76 Gelmer-Dyckburg;Relocation gain or loss;36
2015;77 Handorf;Relocation gain or loss;12
2015;81 Gremmendorf-West;Relocation gain or loss;391
2015;82 Gremmendorf-Ost;Relocation gain or loss;-67
2015;86 Angelmodde;Relocation gain or loss;131
2015;87 Wolbeck;Relocation gain or loss;209
2015;91 Berg Fidel;Relocation gain or loss;73
2015;95 Hiltrup-Ost;Relocation gain or loss;9
2015;96 Hiltrup-Mitte;Relocation gain or loss;44
2015;97 Hiltrup-West;Relocation gain or loss;77
2015;98 Amelsbueren;Relocation gain or loss;78
2016;11 Aegidii;Relocation gain or loss;25
2016;12 ueberwasser;Relocation gain or loss;-19
2016;13 Dom;Relocation gain or loss;34
2016;14 Buddenturm;Relocation gain or loss;34
2016;15 Martini;Relocation gain or loss;32
2016;21 Pluggendorf;Relocation gain or loss;-10
2016;22 Josef;Relocation gain or loss;-8
2016;23 Bahnhof;Relocation gain or loss;-2
2016;24 Hansaplatz;Relocation gain or loss;-68
2016;25 Mauritz-West;Relocation gain or loss;-29
2016;26 Schlachthof;Relocation gain or loss;35
2016;27 Kreuz;Relocation gain or loss;-45
2016;28 Neutor;Relocation gain or loss;-41
2016;29 Schloss;Relocation gain or loss;-38
2016;31 Aaseestadt;Relocation gain or loss;63
2016;32 Geist;Relocation gain or loss;33
2016;33 Schuetzenhof;Relocation gain or loss;93
2016;34 Dueesberg;Relocation gain or loss;52
2016;43 Hafen;Relocation gain or loss;-10
2016;44 Herz-Jesu;Relocation gain or loss;-2
2016;45 Mauritz-Mitte;Relocation gain or loss;-93
2016;46 Rumphorst;Relocation gain or loss;-40
2016;47 Uppenberg;Relocation gain or loss;100
2016;51 Gievenbeck;Relocation gain or loss;-1005
2016;52 Sentrup;Relocation gain or loss;-96
2016;54 Mecklenbeck;Relocation gain or loss;90
2016;56 Albachten;Relocation gain or loss;120
2016;57 Roxel;Relocation gain or loss;40
2016;58 Nienberge;Relocation gain or loss;-1
2016;61 Coerde;Relocation gain or loss;81
2016;62 Kinderhaus-Ost;Relocation gain or loss;-53
2016;63 Kinderhaus-West;Relocation gain or loss;41
2016;68 Sprakel;Relocation gain or loss;130
2016;71 Mauritz-Ost;Relocation gain or loss;203
2016;76 Gelmer-Dyckburg;Relocation gain or loss;44
2016;77 Handorf;Relocation gain or loss;183
2016;81 Gremmendorf-West;Relocation gain or loss;-435
2016;82 Gremmendorf-Ost;Relocation gain or loss;-55
2016;86 Angelmodde;Relocation gain or loss;26
2016;87 Wolbeck;Relocation gain or loss;120
2016;91 Berg Fidel;Relocation gain or loss;101
2016;95 Hiltrup-Ost;Relocation gain or loss;74
2016;96 Hiltrup-Mitte;Relocation gain or loss;67
2016;97 Hiltrup-West;Relocation gain or loss;116
2016;98 Amelsbueren;Relocation gain or loss;113
2017;11 Aegidii;Relocation gain or loss;14
2017;12 ueberwasser;Relocation gain or loss;-6
2017;13 Dom;Relocation gain or loss;-46
2017;14 Buddenturm;Relocation gain or loss;-108
2017;15 Martini;Relocation gain or loss;-20
2017;21 Pluggendorf;Relocation gain or loss;-26
2017;22 Josef;Relocation gain or loss;-175
2017;23 Bahnhof;Relocation gain or loss;-38
2017;24 Hansaplatz;Relocation gain or loss;39
2017;25 Mauritz-West;Relocation gain or loss;-92
2017;26 Schlachthof;Relocation gain or loss;135
2017;27 Kreuz;Relocation gain or loss;14
2017;28 Neutor;Relocation gain or loss;-25
2017;29 Schloss;Relocation gain or loss;38
2017;31 Aaseestadt;Relocation gain or loss;-39
2017;32 Geist;Relocation gain or loss;59
2017;33 Schuetzenhof;Relocation gain or loss;-15
2017;34 Dueesberg;Relocation gain or loss;38
2017;43 Hafen;Relocation gain or loss;-27
2017;44 Herz-Jesu;Relocation gain or loss;40
2017;45 Mauritz-Mitte;Relocation gain or loss;85
2017;46 Rumphorst;Relocation gain or loss;-94
2017;47 Uppenberg;Relocation gain or loss;-39
2017;51 Gievenbeck;Relocation gain or loss;-233
2017;52 Sentrup;Relocation gain or loss;-223
2017;54 Mecklenbeck;Relocation gain or loss;89
2017;56 Albachten;Relocation gain or loss;63
2017;57 Roxel;Relocation gain or loss;104
2017;58 Nienberge;Relocation gain or loss;-35
2017;61 Coerde;Relocation gain or loss;51
2017;62 Kinderhaus-Ost;Relocation gain or loss;27
2017;63 Kinderhaus-West;Relocation gain or loss;-46
2017;68 Sprakel;Relocation gain or loss;103
2017;71 Mauritz-Ost;Relocation gain or loss;2
2017;76 Gelmer-Dyckburg;Relocation gain or loss;47
2017;77 Handorf;Relocation gain or loss;15
2017;81 Gremmendorf-West;Relocation gain or loss;-184
2017;82 Gremmendorf-Ost;Relocation gain or loss;-58
2017;86 Angelmodde;Relocation gain or loss;237
2017;87 Wolbeck;Relocation gain or loss;131
2017;91 Berg Fidel;Relocation gain or loss;59
2017;95 Hiltrup-Ost;Relocation gain or loss;-31
2017;96 Hiltrup-Mitte;Relocation gain or loss;156
2017;97 Hiltrup-West;Relocation gain or loss;56
2017;98 Amelsbueren;Relocation gain or loss;-42
2018;11 Aegidii;Relocation gain or loss;20
2018;12 ueberwasser;Relocation gain or loss;-14
2018;13 Dom;Relocation gain or loss;-16
2018;14 Buddenturm;Relocation gain or loss;15
2018;15 Martini;Relocation gain or loss;-31
2018;21 Pluggendorf;Relocation gain or loss;38
2018;22 Josef;Relocation gain or loss;-107
2018;23 Bahnhof;Relocation gain or loss;-40
2018;24 Hansaplatz;Relocation gain or loss;-89
2018;25 Mauritz-West;Relocation gain or loss;-21
2018;26 Schlachthof;Relocation gain or loss;61
2018;27 Kreuz;Relocation gain or loss;-95
2018;28 Neutor;Relocation gain or loss;75
2018;29 Schloss;Relocation gain or loss;-43
2018;31 Aaseestadt;Relocation gain or loss;-1
2018;32 Geist;Relocation gain or loss;-29
2018;33 Schuetzenhof;Relocation gain or loss;-107
2018;34 Dueesberg;Relocation gain or loss;-7
2018;43 Hafen;Relocation gain or loss;19
2018;44 Herz-Jesu;Relocation gain or loss;26
2018;45 Mauritz-Mitte;Relocation gain or loss;-38
2018;46 Rumphorst;Relocation gain or loss;-91
2018;47 Uppenberg;Relocation gain or loss;99
2018;51 Gievenbeck;Relocation gain or loss;-569
2018;52 Sentrup;Relocation gain or loss;-99
2018;54 Mecklenbeck;Relocation gain or loss;145
2018;56 Albachten;Relocation gain or loss;-11
2018;57 Roxel;Relocation gain or loss;15
2018;58 Nienberge;Relocation gain or loss;24
2018;61 Coerde;Relocation gain or loss;45
2018;62 Kinderhaus-Ost;Relocation gain or loss;82
2018;63 Kinderhaus-West;Relocation gain or loss;-4
2018;68 Sprakel;Relocation gain or loss;113
2018;71 Mauritz-Ost;Relocation gain or loss;191
2018;76 Gelmer-Dyckburg;Relocation gain or loss;49
2018;77 Handorf;Relocation gain or loss;56
2018;81 Gremmendorf-West;Relocation gain or loss;-132
2018;82 Gremmendorf-Ost;Relocation gain or loss;62
2018;86 Angelmodde;Relocation gain or loss;108
2018;87 Wolbeck;Relocation gain or loss;149
2018;91 Berg Fidel;Relocation gain or loss;-18
2018;95 Hiltrup-Ost;Relocation gain or loss;-3
2018;96 Hiltrup-Mitte;Relocation gain or loss;87
2018;97 Hiltrup-West;Relocation gain or loss;-24
2018;98 Amelsbueren;Relocation gain or loss;110
2019;11 Aegidii;Relocation gain or loss;49
2019;12 ueberwasser;Relocation gain or loss;-22
2019;13 Dom;Relocation gain or loss;-8
2019;14 Buddenturm;Relocation gain or loss;16
2019;15 Martini;Relocation gain or loss;-70
2019;21 Pluggendorf;Relocation gain or loss;17
2019;22 Josef;Relocation gain or loss;-54
2019;23 Bahnhof;Relocation gain or loss;-55
2019;24 Hansaplatz;Relocation gain or loss;-10
2019;25 Mauritz-West;Relocation gain or loss;-15
2019;26 Schlachthof;Relocation gain or loss;1
2019;27 Kreuz;Relocation gain or loss;-92
2019;28 Neutor;Relocation gain or loss;110
2019;29 Schloss;Relocation gain or loss;-28
2019;31 Aaseestadt;Relocation gain or loss;-36
2019;32 Geist;Relocation gain or loss;-44
2019;33 Schuetzenhof;Relocation gain or loss;-40
2019;34 Dueesberg;Relocation gain or loss;-11
2019;43 Hafen;Relocation gain or loss;0
2019;44 Herz-Jesu;Relocation gain or loss;117
2019;45 Mauritz-Mitte;Relocation gain or loss;-64
2019;46 Rumphorst;Relocation gain or loss;136
2019;47 Uppenberg;Relocation gain or loss;-140
